"product ID";name;currency;price;description;productURL;imageURL;categories;EAN;deliveryTime;deliveryCosts;brand;stock;fromPrice;categoryPath;subcategories;subsubcategories;campaignID
166078;"Playmobil Special Plus 71172 Oma Met Katten";EUR;5.99;"Ontdek het hartverwarmende verhaal van de Playmobil Special Plus 71172 Oma Met Katten. Deze lieve oma besteedt haar dagen met liefdevolle zorg en aandacht aan haar pluizige viervoeters. Elke dag krijgen de katten een smakelijke traktatie, gevolgd...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fplaymobil%2Fdiversen%2Fplaymobil-special-plus-71172-oma-met-katten%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-437-1172/groot/playmobil-special-plus-71172-oma-met-katten.jpg;Playmobil;4008789711724;"Voor 17:00 uur besteld, morgen in huis";6.95;Playmobil;J;;Playmobil>Diversen;Diversen;;3055
135418;"9430 Playmobil Helikopter Met Pteranodon";EUR;17.99;"Ga op onderzoek uit naar dino's met deze coole 9430 Playmobil Helikopter Met Pteranodon! De helikopter is uitgerust met schijnwerpers en kanonnen, zodat je klaar bent voor spannende missies. Stijg op met de helikopter en vlieg vlak naast de gave...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fplaymobil%2Fdiversen%2F9430-playmobil-helikopter-met-pteranodon%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-437-9430/groot/9430-playmobil-helikopter-met-pteranodon.jpg;Playmobil;4008789094308;"Voor 17:00 uur besteld, morgen in huis";6.95;Playmobil;J;19.99;Playmobil>Diversen;Diversen;;3055
164108;"Jipy Speel En Leer Ballen 6 Stuks";EUR;7.99;"Ontdek de wereld en speel vol plezier met de Jipy Speel En Leer Ballen 6 Stuks. Deze set van 6 unieke ballen biedt kinderen een sensorische ervaring met verschillende texturen, wat hun tastzin stimuleert en nieuwsgierigheid aanwakkert. Gemaakt van...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Factivity%2Fjipy-speel-en-leer-ballen-6-stuks%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-402-2841/groot/jipy-speel-en-leer-ballen-6-stuks.jpg;Babyspeelgoed;8710124147360;"Voor 17:00 uur besteld, morgen in huis";6.95;Jipy;J;;Babyspeelgoed>Activity;Activity;;3055
164865;"Jipy Bioplastic Cupcake Vormenstoof";EUR;6.99;"Het Jipy Bioplastic Cupcake Vormenstoofje biedt kinderen een educatieve en speelse ervaring! Deze set van 6 cupcakes stimuleert kinderen om vormen te leren herkennen, motorische vaardigheden te ontwikkelen en hun hand-oogcoördinatie te...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Factivity%2Fjipy-bioplastic-cupcake-vormenstoof%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-722-0124/groot/jipy-bioplastic-cupcake-vormenstoof.jpg;Babyspeelgoed;8710124149180;"Voor 17:00 uur besteld, morgen in huis";6.95;Jipy;J;;Babyspeelgoed>Activity;Activity;;3055
157675;"Vormenkubus Bioplay 11 Delig";EUR;17.99;"Met deze Vormenkubus Bioplay 11 Delig kan je kindje spelenderwijs kennismaken met verschillende vormen! De vormen kunnen in de kubus geplaatst worden door de in de juiste opening te stoppen. Dit is niet alleen heel erg leuk, maar stimuleert ook de...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Factivity%2Fvormenkubus-bioplay-11-delig%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/0001856372/groot/vormenkubus-bioplay-11-delig.jpg;Babyspeelgoed;8007905802403;"Voor 17:00 uur besteld, morgen in huis";6.95;Quercetti;J;;Babyspeelgoed>Activity;Activity;;3055
149988;"Mepal Rietjesbeker Mio 300 milliliter Deep Pink";EUR;12.99;"Wanneer je kindje toe is om zelfstandig te leren drinken, is deze Mepal Rietjesbeker Mio 300 milliliter Deep Pink ideaal om het mee te leren! De beker is lekvrij en hygiënisch af te sluiten, zodat je hem ook zorgeloos mee kunt nemen in de tas....";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Fdrinkbekers%2Fmepal-rietjesbeker-mio-300-milliliter-deep-pink%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/NW43-10801307/groot/mepal-rietjesbeker-mio-300-mililliter-deep-pink.jpg;Babyspeelgoed;8711269993263;"Voor 17:00 uur besteld, morgen in huis";6.95;Mepal;J;;Babyspeelgoed>Drinkbekers;Drinkbekers;;3055
163233;"Peekapets Bunny";EUR;15.99;"Speel kiekeboe met de schattige, zachte en knuffelige PeekaPets Bunnies. Je zal vrolijk lachen als je de oren van het Konijntje heen en weer ziet gaan. Knijp in het buikje en de oren springen omhoog: kiekeboe! De PeekaPets hebben vrolijke gezichtjes,...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Fbabypluche%2Fpeekapets-bunny%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/0001913927/groot/peekapets-bunny.jpg;Babyspeelgoed;8421134906778;"Voor 17:00 uur besteld, morgen in huis";6.95;"IMC Toys";J;;Babyspeelgoed>Babypluche;Babypluche;;3055
163594;"Vib Badjas My First Bathrobe Wit-Mint";EUR;21.99;"Na het badderen of babyzwemmen omhult het Very Important Baby Badjasje Luxe Velours je in knusheid. Deze VIB badjasjes, met capuchon en ceintuurtje, zijn gemaakt van 100% zachte velours badstof, zonder huidirritatie. Combineer ze met VIB®...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Fbabypluche%2Fvib-badjas-my-first-bathrobe-wit-mint%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/batwm02/groot/vib-badjas-my-first-bathrobe-wit-mint.jpg;Babyspeelgoed;8718719353493;"Voor 17:00 uur besteld, morgen in huis";5.49;"Very Important Baby";J;;Babyspeelgoed>Babypluche;Babypluche;;3055
164382;"Nijntje Activiteitenboek Fluffy Pink";EUR;16.99;"Dit roze Nijntje Fluffy Activiteitenboek is een must-have voor jonge Nijntje-fans! Met zachte bladzijden en leuke afbeeldingen biedt dit boekje een geweldige manier om je baby te introduceren in de wereld van het 'lezen'. Laat je kleintje zich...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Fbabypluche%2Fnijntje-activiteitenboek-fluffy-pink%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-667-9250/groot/nijntje-activiteitenboek-fluffy-pink.jpg;Babyspeelgoed;8713291669253;"Voor 17:00 uur besteld, morgen in huis";6.95;Tiamo;J;;Babyspeelgoed>Babypluche;Babypluche;;3055
142758;"Ravensburger puzzel hout Nijntje op de boerderij (8)";EUR;17.99;"Is jouw kindje klaar voor de eerste puzzel? Nijntje is op de boerderij en ontdekt daar allemaal nieuwe en leuke dingen. Help jij haar om het plaatje compleet te maken? Met de Ravensburger puzzel hout Nijntje op de boerderij (8) moet je de juiste...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Flegpuzzels%2Fhouten-puzzels%2Fravensburger-puzzel-hout-nijntje-op-de-boerderij-8%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-603-6882/groot/ravensburger-puzzel-hout-nijntje-op-de-boerderij-8.jpg;Babyspeelgoed;4005556036882;"Voor 17:00 uur besteld, morgen in huis";6.95;Ravensburger;J;;Babyspeelgoed>Nijntje;Nijntje;;3055
163287;"Boek Woezel En PIp Op Zoek Naar De Sloddervos";EUR;9.99;"In Boek Woezel En PIp Op Zoek Naar De Sloddervos beleven Woezel en Pip leuke avonturen. Op zoek naar verdwenen spullen in de Tovertuin, ontdekken ze dat zelfs buiten de grenzen van de tuin avonturen wachten. Dit verhaal is bekend van de populaire...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Fwoezel-en-pip%2Fboek-woezel-en-pip-op-zoek-naar-de-sloddervos%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/0001914750/groot/boek-woezel-en-pip-op-zoek-naar-de-sloddervos.jpg;Babyspeelgoed;9789493216518;"Voor 17:00 uur besteld, morgen in huis";6.95;;J;;"Babyspeelgoed>Woezel & Pip";"Woezel & Pip";;3055
162882;"Bumba Kartonboek Met Flapjes Dag Juf";EUR;8.99;"Ga op avontuur met Bumba in het Bumba Kartonboek Met Flapjes Dag Juf. Wat is Bumba blij! Samen met zijn vriendjes gaat hij naar school. Maar waarom is Poppa bang? En waarom kijkt Bumbalu zo sip? Grappig flapboekje rond herkenbare gevoelens als...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Fbumba%2Fbumba-kartonboek-met-flapjes-dag-juf%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-661-6760/groot/bumba-kartonboek-met-flapjes-dag-juf.jpg;Babyspeelgoed;9789462776760;"Voor 17:00 uur besteld, morgen in huis";6.95;"Studio 100";J;;Babyspeelgoed>Bumba;Bumba;;3055
13171;"Pluche Bumba 20cm";EUR;13.99;"Is je kleintje een grote fan van die grappige Bumba? Dan is dit zachte knuffeltje helemaal geschikt! Bumba haalt allerlei trucjes uit met zijn toverstaf en beleeft de leukste avonturen. Deze Pluche Bumba knuffel is 20 cm groot en van heerlijk...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbabyspeelgoed%2Fbumba%2Fpluche-bumba-20cm%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-594-0002/groot/pluche-bumba-20cm.jpg;Babyspeelgoed;5414233193500;"Voor 17:00 uur besteld, morgen in huis";6.95;"Studio 100";J;;Babyspeelgoed>Bumba;Bumba;;3055
122128;"Bumba spel was-da-na?";EUR;16.99;"Met dit leuke Bumba spel was-da-na? kun je je kennis testen! Druk op de knop om een geluid te horen en vervolgens moet je het kaartje uitzoeken die past bij het geluid. Was het bijvoorbeeld een kikker, gitaar of zelfs een auto...? Wanneer je het...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fbekende-tv-figuren%2Fbumba%2Fbuma-spel-was-da-na%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-601-2900/groot/bumba-spel-was-da-na.jpg;Babyspeelgoed;5414233198055;"Voor 17:00 uur besteld, morgen in huis";6.95;"Studio 100";J;;Babyspeelgoed>Bumba;Bumba;;3055
157662;"Hond In Koffer Met Geluid";EUR;9.99;"Deze lieve Hond In Koffer Met Geluid is zo schattig, dat je hem het liefst altijd bij je hebt! Gelukkig kun je hem in de koffer heel makkelijk meenemen om samen lekker op avontuur te gaan. Het hondje kan schattige geluiden maken, wat het spelen nog...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fpeuterspeelgoed%2Factivity-peuter%2Fhond-in-koffer-met-geluid%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-391-1011/groot/hond-in-koffer-met-geluid.jpg;Peuterspeelgoed;8710124143812;"Voor 17:00 uur besteld, morgen in huis";6.95;;J;;"Peuterspeelgoed>Activity Peuter";"Activity Peuter";;3055
157884;"Puzzel eieren in doos 6 stuks";EUR;5.99;"Deze Puzzel eieren in doos 6 stuks ziet er op het eerste gezicht heel gewoon uit... maar aan de binnenkant zijn alle eieren toch anders! Elk ei heeft namelijk een andere kleur en vorm vanbinnen en jij moet proberen om de goede helften bij elkaar te...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fpeuterspeelgoed%2Factivity-peuter%2Fpuzzel-eieren-in-doos-6-stuks%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-413-0061/groot/puzzel-eieren-in-doos-6-stuks.jpg;Peuterspeelgoed;8710124141368;"Voor 17:00 uur besteld, morgen in huis";6.95;;J;;"Peuterspeelgoed>Activity Peuter";"Activity Peuter";;3055
163046;"Stapelregenboog Bioplastic";EUR;5.99;"De Mlitoys Stapelregenboog Bioplastic is een 7-delige set gemaakt van duurzaam en recyclebaar bioplastic. Deze kleurrijke stapelregenboog is ontworpen om de ontwikkeling van hand-oogcoördinatie en motoriek te stimuleren bij kinderen vanaf 18...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fpeuterspeelgoed%2Factivity-peuter%2Fstapelregenboog-bioplastic%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-413-2300/groot/stapelregenboog-bioplastic.jpg;Peuterspeelgoed;8710124146806;"Voor 17:00 uur besteld, morgen in huis";6.95;Jipy;J;;"Peuterspeelgoed>Activity Peuter";"Activity Peuter";;3055
164107;"Jipy Bioplastic Ballenbaan";EUR;17.99;"Betreed de wereld van speelplezier met de Jipy Bioplastic Ballenbaan! Deze betoverende ballenbaan bestaat uit 6 onderdelen die moeiteloos in elkaar passen, waardoor een boeiende spiraalvormige baan ontstaat. De inbegrepen balletjes rollen vrolijk...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fpeuterspeelgoed%2Factivity-peuter%2Fjipy-bioplastic-ballenbaan%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-415-8150/groot/jipy-bioplastic-ballenbaan.jpg;Peuterspeelgoed;8710124147391;"Voor 17:00 uur besteld, morgen in huis";6.95;Jipy;J;;"Peuterspeelgoed>Activity Peuter";"Activity Peuter";;3055
166067;"Baby Dino Flashlight Met Muziek";EUR;13.99;"De Baby Dino Flashlight met muziek is het ideale speelgoed voor nieuwsgierige kleintjes. Deze schattige dinosaurus biedt een scala aan vrolijke geluidseffecten en melodietjes, waardoor hij eindeloos speelplezier garandeert. Met de ingebouwde zaklamp...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fpeuterspeelgoed%2Factivity-peuter%2Fbaby-dino-flashlight-met-muziek%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/01-401-9143/groot/baby-dino-flashlight-met-muziek.jpg;Peuterspeelgoed;8710124151442;"Voor 17:00 uur besteld, morgen in huis";6.95;;J;;"Peuterspeelgoed>Activity Peuter";"Activity Peuter";;3055
149973;"Mepal Kinderschaaltje Mio Deep Blue";EUR;5.99;"Met dit Kinderschaaltje Mio Deep Blue wordt het eten van een papje, fruithap of lekker toetje een stuk leuker! Het schaaltje is gemaakt van sterk kunststof en kan dus zeker tegen een stootje. Ook kun je het schaaltje na gebruik gewoon in de...";https://www.degrotespeelgoedwinkel.nl/tradetracker/?tt=3055_252262_411347_&r=https%3A%2F%2Fwww.degrotespeelgoedwinkel.nl%2Fpeuterspeelgoed%2Fkinderservies%2Fkinderschaaltje-mio-deep-blue%2F%3Futm_source%3Dtradetracker%26utm_medium%3Daffiliate%26utm_campaign%3Dtradetracker;https://www.degrotespeelgoedwinkel.nl/producten/NW43-10800301-184638/groot/mepal-kinderschaaltje-mio-deep-blue.jpg;Peuterspeelgoed;8711269993621;"Voor 17:00 uur besteld, morgen in huis";6.95;Mepal;J;;Peuterspeelgoed>Kinderservies;Kinderservies;;3055
