"additional_costs";"brand";"brand_logo";"category";"category_path";"condition";"description";"description_short";"color_primary";"sku";"in_stock";"in_stock_amount";"keywords";"link";"price";"price_old";"priority";"terms_conditions";"title";"price_shipping";"delivery_time";"delivery_description";"size";"size_description";"material_description";"model";"gender_target";"ean";"google_category_id";"longitude";"latitude";"currency";"unit_price_measure";"unit_price_measure_unit";"unit_price_base_measure";"google_category_path";"image_small";"image_medium";"image_large";"image_default"
"0";"999 Games";"https://cdn.webshopapp.com/shops/352022/files/437806571/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 tot 4 spelersVanaf 12 jaarSpeeltijd: 90 minTaal: Nederlands";"";"";"145438177";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=e246fb4aff318dd8afdb293ac7097081&dl=nl%2Fexit-de-onheilspellende-villa.html%3Fsource%3Ddaisycon&ws=";"16.99";"16.99";"1";"";"EXIT: De Onheilspellende Villa (NL)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/452841793/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/452841793/image.jpg"
"0";"Happy Meeple Games";"https://cdn.webshopapp.com/shops/352022/files/437806476/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"2 tot 4 spelersVanaf 8 jaarSpeeltijd: 20 minTaal: Nederlands";"";"";"146137803";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=da7bb53aa5ca73636f55954f13169c12&dl=nl%2Fdetecteam-familie-3-in-1.html%3Fsource%3Ddaisycon&ws=";"29.99";"29.99";"1";"";"Detecteam Familie: 3 in 1 (NL)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/463356905/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/463356905/image.jpg"
"0";"The City of Games";"https://cdn.webshopapp.com/shops/352022/files/437806309/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 tot 4 spelersVanaf 8 jaarSpeeltijd: 90 minTaal: Engels";"";"";"145459200";"0";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=b91ca5a4504c5fd9a0a9848b7de08728&dl=nl%2Fthe-isle-of-cats.html%3Fsource%3Ddaisycon&ws=";"54.99";"54.99";"1";"";"The Isle of Cats (ENG)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/458736979/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/458736979/image.jpg"
"0";"Glassstaff";"https://cdn.webshopapp.com/assets/blank.gif?2023-05-22";"Role Playing Games";"";"";"Mystery CritStones biedt een verrassingspakket met willekeurige dobbelstenen. Elke set is uniek en perfect voor RPG-fans die van avontuur houden.";"";"";"153049644";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=6e75cedf2fcca55fadac7fd1b3996fbc&dl=nl%2Fmystery-critstones.html%3Fsource%3Ddaisycon&ws=";"34.99";"34.99";"1";"";"CritStones: Mystery Critstones";"6.45";"0";"";"";"";"";"";"";"0";"";"";"";"EUR";"0";"";"0";"";"https://cdn.webshopapp.com/shops/352022/files/463414467/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/463414467/image.jpg"
"0";"999 Games";"https://cdn.webshopapp.com/shops/352022/files/437806571/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 tot 5 spelersVanaf 12 jaarSpeeltijd: 90 minTaal: Nederlands";"";"";"146176746";"0";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=79f34d16668c7169f68ca90970c59992&dl=nl%2Ftapestry-plannen-en-complotten.html%3Fsource%3Ddaisycon&ws=";"29.99";"29.99";"1";"";"Tapestry: Plannen en Complotten (NL)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/458314092/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/458314092/image.jpg"
"0";"Jumbo";"https://cdn.webshopapp.com/shops/352022/files/437806144/image.jpg";"Puzzels";"Speelgoed en spellen|Puzzels";"";"Aantal stukjes: 1000Afmetingen: 68 x 49 cm";"";"";"148548495";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=987327ed6c53061e31938843883eb75a&dl=nl%2Fjan-van-haasteren-wereldkampioenschappen-veldrijde.html%3Fsource%3Ddaisycon&ws=";"18.99";"18.99";"1";"";"Jan van Haasteren: Wereldkampioenschappen Veldrijden (1000 Stukjes)";"6.45";"0";"";"";"";"";"";"";"0";"3867";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels";"https://cdn.webshopapp.com/shops/352022/files/454394438/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/454394438/image.jpg"
"0";"Citadel Miniatures";"https://cdn.webshopapp.com/shops/352022/files/450495418/image.jpg";"Warhammer";"";"";"Broadside Battlesuit van het T'au Empire, een angstaanjagende kracht op het slagveld. Zijn vernietigende vuurkracht laat vijanden sidderen voor zijn onstuitbare macht.";"";"";"148427852";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=73e070157ea44286204248e0ef21671d&dl=nl%2Ftau-empire-broadside-battlesuit.html%3Fsource%3Ddaisycon&ws=";"49.99";"49.99";"1";"";"T'au Empire: Broadside Battlesuit";"6.45";"0";"";"";"";"";"";"";"0";"";"";"";"EUR";"0";"";"0";"";"https://cdn.webshopapp.com/shops/352022/files/454399474/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/454399474/image.jpg"
"0";"Citadel Miniatures";"https://cdn.webshopapp.com/shops/352022/files/450495418/image.jpg";"Warhammer";"";"";"Angstaanjagend voertuig, voortgestuwd door bederf, verspreidt vernietiging met dodelijke wapens en giftige dampen op het slagveld.";"";"";"148629966";"0";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=284b8193509bd1066e21f937e5b25864&dl=nl%2Fdeath-guard-myphitic-blight-hauler.html%3Fsource%3Ddaisycon&ws=";"21.99";"21.99";"1";"";"Death Guard: Myphitic Blight-Hauler";"6.45";"0";"";"";"";"";"";"";"0";"";"";"";"EUR";"0";"";"0";"";"https://cdn.webshopapp.com/shops/352022/files/454790310/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/454790310/image.jpg"
"0";"Happy Meeple Games";"https://cdn.webshopapp.com/shops/352022/files/437806476/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 tot 4 spelersVanaf 10 jaarSpeeltijd: 45 minTaal: Nederlands";"";"";"145460291";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=037705d5a8c66bca500678b2a1b1ddf4&dl=nl%2Fred-outpost.html%3Fsource%3Ddaisycon&ws=";"34.99";"34.99";"1";"";"Red Outpost (NL)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/453990039/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/453990039/image.jpg"
"0";"Fantasy Flight Games";"https://cdn.webshopapp.com/shops/352022/files/437806522/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 tot 4 spelersVanaf 14 jaarSpeeltijd: 60 minTaal: Engels";"";"";"148538171";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=93e51055e436b6e5ec6b60c1e3f1df1b&dl=nl%2Farkham-horror-lcg-the-circle-undone.html%3Fsource%3Ddaisycon&ws=";"34.99";"34.99";"1";"";"Arkham Horror LCG: The Circle Undone (ENG)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/459424460/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/459424460/image.jpg"
"0";"Smart Games";"https://cdn.webshopapp.com/shops/352022/files/444043493/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 spelerVanaf 3 jaarSpeeltijd: 20 minTaal: Nederlands";"";"";"153860690";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=ae17cfb94a102570c039f8adaa56c613&dl=nl%2Ftrucky-3.html%3Fsource%3Ddaisycon&ws=";"29.99";"29.99";"1";"";"Trucky 3 (NL)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/465786303/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/465786303/image.jpg"
"0";"Red Raven";"https://cdn.webshopapp.com/shops/352022/files/437806601/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 tot 4 spelersVanaf 13 jaarSpeeltijd: 60 minTaal: Engels";"";"";"145460450";"0";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=858ad63d2a74ba7d54ed3ba890a9af1b&dl=nl%2Fsleeping-gods-tides-of-ruin-eng.html%3Fsource%3Ddaisycon&ws=";"44.95";"44.95";"1";"";"Sleeping Gods: Tides of Ruin (ENG)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/458791311/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/458791311/image.jpg"
"0";"999 Games";"https://cdn.webshopapp.com/shops/352022/files/437806571/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"3 tot 12 spelersVanaf 8 jaarSpeeltijd: 30 minTaal: Nederlands";"";"";"148423893";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=52ecf60e91249977f5ddb0dca96c8eb0&dl=nl%2Fwie-is-de-ezel.html%3Fsource%3Ddaisycon&ws=";"12.99";"12.99";"1";"";"Wie is de Ezel? (NL)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/450961657/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/450961657/image.jpg"
"0";"Schmidt";"https://cdn.webshopapp.com/shops/352022/files/437806348/image.jpg";"Puzzels";"Speelgoed en spellen|Puzzels";"";"Aantal stukjes: 1000Afmetingen: 70 x 50 cm";"";"";"147795713";"0";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=68e274f68954f39ba908fb3da2725dd5&dl=nl%2Fdisney-mickey-and-minnie-in-hawaii-1000.html%3Fsource%3Ddaisycon&ws=";"17.99";"17.99";"1";"";"Disney: Mickey & Minnie in Hawaii (1000 Stukjes)";"6.45";"0";"";"";"";"";"";"";"0";"3867";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels";"https://cdn.webshopapp.com/shops/352022/files/458321526/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/458321526/image.jpg"
"0";"Schmidt";"https://cdn.webshopapp.com/shops/352022/files/437806348/image.jpg";"Puzzels";"Speelgoed en spellen|Puzzels";"";"Aantal stukjes: 1000Afmetingen: 70 x 50 cm";"";"";"147219636";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=0a4166af23665b38f56c59b746b4bed4&dl=nl%2Fcharmante-eenhoorns-1000.html%3Fsource%3Ddaisycon&ws=";"17.99";"17.99";"1";"";"Charmante Eenhoorns (1000 Stukjes)";"6.45";"0";"";"";"";"";"";"";"0";"3867";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels";"https://cdn.webshopapp.com/shops/352022/files/458398344/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/458398344/image.jpg"
"0";"GaleForce Nine";"https://cdn.webshopapp.com/assets/blank.gif?2023-05-22";"Spellen";"Speelgoed en spellen|Spellen";"";"2 tot 4 spelersVanaf 12 jaarSpeeltijd: 60 minTaal: Engels";"";"";"146184687";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=7b1de777ad03f4743ae93db2bfc1da7d&dl=nl%2Fdune-a-game-of-conquest-and-diplomacy.html%3Fsource%3Ddaisycon&ws=";"49.99";"49.99";"1";"";"Dune: A Game of Conquest and Diplomacy (ENG)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/461654258/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/461654258/image.jpg"
"0";"Renegade Game Studios";"https://cdn.webshopapp.com/shops/352022/files/437806588/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 tot 4 spelersVanaf 12 jaarSpeeltijd: 60 minTaal: Engels";"";"";"148746337";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=401ea5551401b2c404b8efb15ba1edac&dl=nl%2Fscholars-of-the-south-tigris-eng.html%3Fsource%3Ddaisycon&ws=";"64.99";"64.99";"1";"";"Scholars of the South Tigris (ENG)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/460582695/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/460582695/image.jpg"
"0";"Renegade Game Studios";"https://cdn.webshopapp.com/shops/352022/files/437806588/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 spelerVanaf 10 jaarSpeeltijd: 30 minTaal: Engels";"";"";"152402614";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=cd74ffbcb8d2c132de288641f02901ab&dl=nl%2Fwreckland-run-fallout.html%3Fsource%3Ddaisycon&ws=";"32.99";"32.99";"1";"";"Wreckland Run: Fallout (ENG)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/467694778/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/467694778/image.jpg"
"0";"Smart Games";"https://cdn.webshopapp.com/shops/352022/files/444043493/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 spelerVanaf 7 jaarSpeeltijd: 20 minTaal: Nederlands";"";"";"147013383";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=bee8b74db3c3a59f87e134e4a553e394&dl=nl%2Fiq-twins.html%3Fsource%3Ddaisycon&ws=";"12.99";"12.99";"1";"";"IQ Twins (NL)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/465310518/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/465310518/image.jpg"
"0";"The Pokémon Company";"https://cdn.webshopapp.com/shops/352022/files/437806301/image.jpg";"Live Breaks";"";"";"Bestel hier je Pokémon Blisters voor de Pokémon Live Breaks van Harm/Valhalla Boardgames op Twitch!";"";"";"149077461";"0";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=6dc5d0048cbd2db70f0d5f476dca6ce4&dl=nl%2Flive-breaks-valhalla-boardgames-blisters.html%3Fsource%3Ddaisycon&ws=";"17.99";"17.99";"1";"";"LIVE BREAKS - Valhalla Boardgames: Blisters";"6.45";"0";"";"";"";"";"";"";"0";"";"";"";"EUR";"0";"";"0";"";"https://cdn.webshopapp.com/shops/352022/files/448748744/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/448748744/image.jpg"
"0";"Geronimo Games";"https://cdn.webshopapp.com/shops/352022/files/437806176/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 tot 5 spelersVanaf 10 jaarSpeeltijd: 100 minTaal: Nederlands";"";"";"153798768";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=d98b84d24012a988b64fda18396b9afc&dl=nl%2Fwanderlust-nl.html%3Fsource%3Ddaisycon&ws=";"34.99";"34.99";"1";"";"Wanderlust (NL)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/465541216/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/465541216/image.jpg"
"0";"Smart Games";"https://cdn.webshopapp.com/shops/352022/files/444043493/image.jpg";"Spellen";"Speelgoed en spellen|Spellen";"";"1 tot 2 spelersVanaf 6 jaarSpeeltijd: 20 minTaal: Nederlands";"";"";"151018246";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=ba1b2dd22fc9b247f5627f75dee60b18&dl=nl%2Fgenius-square.html%3Fsource%3Ddaisycon&ws=";"24.99";"24.99";"1";"";"Genius Square (NL)";"6.45";"0";"";"";"";"";"";"";"0";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"https://cdn.webshopapp.com/shops/352022/files/457534024/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/457534024/image.jpg"
"0";"Jumbo";"https://cdn.webshopapp.com/shops/352022/files/437806144/image.jpg";"Puzzels";"Speelgoed en spellen|Puzzels";"";"Aantal stukjes: 1000Afmetingen: 68 x 49 cm";"";"";"146469758";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=51230e8aa1e2f7c00a98fc232d97ac18&dl=nl%2Fjan-van-haasteren-beurs-van-de-toekomst.html%3Fsource%3Ddaisycon&ws=";"18.99";"18.99";"1";"";"Jan van Haasteren: Beurs van de Toekomst (1000 Stukjes)";"6.45";"0";"";"";"";"";"";"";"0";"3867";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels";"https://cdn.webshopapp.com/shops/352022/files/439408849/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/439408849/image.jpg"
"0";"Citadel Miniatures";"https://cdn.webshopapp.com/shops/352022/files/450495418/image.jpg";"Warhammer";"";"";"Betreed de duistere wereld van de Night Goblins! Bouw een angstaanjagende horde en leid ze naar de strijd tegen hun eeuwige vijanden.";"";"";"151126378";"1";"0";"";"https://jf79.net/c/?si=16834&li=1725509&wi=362182&pid=d385ecf8b95acb65ca3c4fde2bbb3a39&dl=nl%2Forc-goblin-tribes-night-goblin-mob.html%3Fsource%3Ddaisycon&ws=";"61.99";"61.99";"1";"";"Orc & Goblin Tribes: Night Goblin Mob";"6.45";"0";"";"";"";"";"";"";"0";"";"";"";"EUR";"0";"";"0";"";"https://cdn.webshopapp.com/shops/352022/files/456132606/image.jpg";"";"";"https://cdn.webshopapp.com/shops/352022/files/456132606/image.jpg"
