"additional_costs";"brand";"brand_logo";"category";"category_path";"condition";"description";"description_short";"color_primary";"sku";"in_stock";"in_stock_amount";"keywords";"link";"price";"price_old";"priority";"terms_conditions";"title";"price_shipping";"delivery_time";"delivery_description";"size";"size_description";"material_description";"model";"gender_target";"ean";"google_category_id";"longitude";"latitude";"currency";"unit_price_measure";"unit_price_measure_unit";"unit_price_base_measure";"google_category_path";"image_small";"image_medium";"image_large";"image_default"
"0";"999 Games";"";"Bordspellen";"Speelgoed en spellen|Spellen|Bordspellen";"new";"In dit fascinerende spel verzamel je onder meer goud, edelstenen en schilderijen. Elke beurt verdeel je je kaarten in 2 groepen en geef je die aan je buurman. Die kiest welke helft hij wil houden en welke hij aan je teruggeeft. Jij doet ondertussen hetzelfde met de kaarten die jij van je buurman ontvangt. Wat je houdt en terugkrijgt, stop je in je verzameling. Die leveren op verschillende momenten tijdens het spel punten op. Creëer jij de meest waardevolle verzameling?";"";"";"999-GRE01";"";"1415";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=961b4b7ba48702c22608dce5b1ce2286&dl=product%2Fthe-great-split%2F8720289475109&ws=";"49.99";"49.99";"0";"";"The Great Split - Bordspel";"0";"2";"";"26x26x6 cm";"";"";"";"";"8720289475109";"1246";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Bordspellen";"";"https://cdn3.999games.nl/b2c/source_images/The-Great-Split_L.png";"";"https://cdn3.999games.nl/b2c/source_images/The-Great-Split_L.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"In dit eenvoudige kaartspel probeer je zo lang mogelijk in het spel te blijven. Elke beurt speel je een kaart op de aflegstapel, waarbij je een hogere waarde of een kaart met een ster in dezelfde kleur moet spelen. Wie als laatste overblijft of zijn laatste kaart speelt, wint een punt!";"";"";"999-FLT01";"";"4091";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=898667557aac7a112419b8b937327b34&dl=product%2Fflits%2F8720289476212&ws=";"12.99";"12.99";"0";"";"Flits - Kaartspel";"4.99";"2";"";"12x9,5x2cm";"";"";"";"";"8720289476212";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/Flits_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Flits_L.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"Grote uitbreiding op Dominion. Met 500 kaarten, waaronder nachtkaarten, die na de aanschaffase worden gespeeld, erfstukken die de startkoperkaarten vervangen, en lot- en doemkaarten die gunsten en betoveringen opleveren. Voor nog meer spanning en variatie!";"";"";"999-DOM25";"";"754";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=5e48eb79da1678337870a02def17c7c4&dl=product%2Fdominion-nocturne-uitbreiding%2F8719214425494&ws=";"44.99";"44.99";"0";"";"Dominion: Nocturne Uitbreiding - Kaartspel";"0";"2";"";"29,7 x 29,7 x 7,3 cm";"";"";"";"";"8719214425494";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/Dominion-Uitbreiding-Nocturne.png";"";"https://cdn3.999games.nl/b2c/source_images/Dominion-Uitbreiding-Nocturne.png"
"0";"999 Games";"";"Bordspellen";"Speelgoed en spellen|Spellen|Bordspellen";"new";"Verplaats je kip door het juiste plaatje om te draaien en roof de staartveren van je medespelers. Vrolijk geheugenspel voor jong…en oud!";"";"";"999-JAK04";"";"2560";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=5921716997163758b9293bab91c59fd2&dl=product%2Fjakkiebak-kippenkak%2F8717249193401&ws=";"24.99";"24.99";"0";"";"Jakkiebak! Kippenkak! - Bordspel";"4.99";"2";"";"25 x 25 x 6 cm";"";"";"";"";"8717249193401";"1246";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Bordspellen";"";"https://cdn3.999games.nl/b2c/source_images/Jakkiebak-Kippenkak-nieuw-_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Jakkiebak-Kippenkak-nieuw-_L.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Premium Quality-puzzels voor volwassenenDeze puzzels, die in verschillende formaten verkrijgbaar zijn, zijn van de hoogste kwaliteit. De stukjes zijn zo fijn gesneden dat ze naadloos aan elkaar passen. De prachtige afbeeldingen van verschillende topartiesten kunnen elke slaap- of woonkamermuur verfraaien. Met deze Premium Quality-puzzels wordt puzzelen pas echt genieten!";"";"";"SCH-57597";"";"63";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=c7188fa63aaba72dff303556b8ecc4b1&dl=product%2Fcoca-cola-shop-1000-stukjes%2F4001504575977&ws=";"19.99";"19.99";"0";"";"Coca Cola Shop, 1000 stukjes - Puzzel";"4.99";"2";"";"37,3 x 27,2 x 5,7 cm";"";"";"";"";"4001504575977";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/57597_Schmidt_Puzzle_Coca_Cola_Packshot.png";"";"https://cdn3.999games.nl/b2c/source_images/57597_Schmidt_Puzzle_Coca_Cola_Packshot.png"
"0";"999 Games";"";"Bordspellen";"Speelgoed en spellen|Spellen|Bordspellen";"new";"Breid je persoonlijke café verder uit met De Taveerne van de Oude Stad: Kamer Vrij! Deze uitbreiding komt met 4 nieuwe modules. Je kunt de taveerne nu met wijnkelders en logeerkamers uitbreiden. Ook kun je speciale gasten op bezoek krijgen, zoals wijnproevers, de pastoor of de burgemeester.";"";"";"999-TAV02";"";"1326";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=82f2c0e2abde2d99e6f94c06e6917eb0&dl=product%2Fde-taveernen-van-de-oude-stad-uitbreiding-kamer-te-huur%2F8720289470647&ws=";"24.99";"24.99";"0";"";"De Taveernen van de Oude Stad Uitbreiding: Kamer te Huur! - Bordspel";"4.99";"2";"";"29,5 x 29,5 x 5,5 cm";"";"";"";"";"8720289470647";"1246";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Bordspellen";"";"https://cdn3.999games.nl/b2c/source_images/De-Taveernen-van-de-Oude-Stad---Kamer-te-Huur_L.png";"";"https://cdn3.999games.nl/b2c/source_images/De-Taveernen-van-de-Oude-Stad---Kamer-te-Huur_L.png"
"0";"999 Games";"";"Spellen";"Speelgoed en spellen|Spellen";"new";"Bouw je eigen metronetwerk in deze rail&write! Per ronde wordt een kaart omgedraaid, die aangeeft hoeveel haltes je mag reizen. Kies de juiste metrolijn en probeer zo slim mogelijk haltes aan te kruisen. Wie als eerste een metrolijn vol krijgt, krijgt hiervoor het maximale aantal punten. Met speciale kaarten kun je overstapstations aanwijzen en bonuspunten scoren. Hoe goed wordt jouw OV-netwerk?";"";"";"999-MTL01";"";"609";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=754f128fcdb2820579021c6f632f0b81&dl=product%2Fmetrolijn%2F8720289473228&ws=";"16.99";"16.99";"0";"";"Metrolijn - Kaartspel";"4.99";"2";"";"18 x 13 x 4 cm";"";"";"";"";"8720289473228";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"";"https://cdn3.999games.nl/b2c/source_images/Metrolijn_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Metrolijn_L.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"Vlot blufspel voor het hele gezin! Het pluimvee op de boerderij houdt een groot buffet. De vossen uit de omgeving eten ook graag mee, maar die hebben duidelijk een ander beeld van de samenstelling van het menu. Speel pluimveekaarten om graankorrels te verzamelen en vossenkaarten om juist pluimvee te verschalken. De locaties waar je de kaarten naartoe stuurt, bepalen wie er met de buit vandoor gaat.";"";"";"999-GRV02";"";"10499";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=7db2d8b6a3b9c0fce925ebf59a95f8d0&dl=product%2Fgraantje-de-voorste%2F8720289477936&ws=";"16.99";"16.99";"0";"";"Graantje de Voorste - Kaartspel";"4.99";"2";"";"13 x 13 x 4 cm";"";"";"";"";"8720289477936";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/Graantje-de-Voorste_L.png";"";"https://cdn3.999games.nl/b2c/source_images/Graantje-de-Voorste_L.png"
"0";"null";"";"Spellen";"Speelgoed en spellen|Spellen";"new";"Met deze mooie tas hoef je niet langer te beslissen welke spellen je wilt meenemen. De bordspellentas biedt plaats aan maar liefst 7 grote bordspellen. Dus pak Catan, Wingspan en De Zoektocht naar El Dorado - ze passen er allemaal in!";"";"";"MER-BORDSPELLENTAS ZWART";"";"784";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=2e506ca0eb37b5f7d02b9d2bee7edb29&dl=product%2Fbordspellentas%2F8720289477035&ws=";"59.99";"59.99";"0";"";"Bordspellentas";"0";"2";"";"55 x 37 x 10 cm";"";"";"";"";"8720289477035";"3793";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen";"";"https://cdn3.999games.nl/b2c/source_images/Bordspeltas1-exclusief.png";"";"https://cdn3.999games.nl/b2c/source_images/Bordspeltas1-exclusief.png"
"0";"999 Games";"";"Kaartspellen";"Speelgoed en spellen|Spellen|Kaartspellen";"new";"Tactisch geheugenspel voor het hele gezin. Probeer zo min mogelijk strafpunten te verzamelen, maar omdat je maar twee van je vier kaarten kent, is dat niet zo eenvoudig. Met de kaarten die je trekt kun je ruilen en acties uitvoeren. Zo weet je steeds meer van je eigen kaarten en die van je tegenstanders. Maar dat geldt natuurlijk ook voor de andere spelers!";"";"";"999-BEV01";"";"73665";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=dfde115d5994f621c4da16200fbef77c&dl=product%2Fbeverbende%2F8717249193050&ws=";"12.99";"12.99";"0";"";"Beverbende - Kaartspel";"4.99";"2";"";"12,3 x 9,7 x 2 cm";"";"";"";"";"8717249193050";"1247";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Spellen > Kaartspellen";"";"https://cdn3.999games.nl/b2c/source_images/Beverbende-new-L.png";"";"https://cdn3.999games.nl/b2c/source_images/Beverbende-new-L.png"
"0";"Schmidt";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Deze puzzel van een cottage is weer een bijzonder plaatje van Thomas Kinkade. De waterput en een idylisch huis  maakt deze puzzel zeer sfeervol. Puzzel bevat 1000 stukjes, leeftijd vanaf 12 jaar.";"";"";"SCH-58463";"";"19";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=bfcd73c4776c20471af97f57e322021d&dl=product%2Fmake-a-wish-cottage-1000-stukjes%2F4001504584634&ws=";"19.99";"19.99";"0";"";"Make a Wish Cottage, 1000 stukjes - Puzzel";"4.99";"2";"";"37,3 x 27,2 x 5,7 cm";"";"";"";"";"4001504584634";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/58463_Packshot.png";"";"https://cdn3.999games.nl/b2c/source_images/58463_Packshot.png"
"0";"999 Games";"";"Legpuzzels";"Speelgoed en spellen|Puzzels|Legpuzzels";"new";"Coole, uitdagende logische puzzel! Zet 8 dobbelstenen zo neer dat elk ervan aan zoveel dobbelstenen grenst als het aantal ogen erop. Met maar liefst 80 uitdagingen in verschillende moeilijkheidsgradaties!";"";"";"999-SLL03";"";"2150";"";"https://lt45.net/c/?si=13450&li=1594951&wi=362182&pid=13db85bfb6affe11fdbea375ecbc057d&dl=product%2Fd-iced%2F8720289478049&ws=";"12.99";"12.99";"0";"";"D-Iced - Breinbreker";"4.99";"2";"";"12,4 x 15 x 2cm";"";"";"";"";"8720289478049";"2618";"";"";"EUR";"0";"";"0";"Speelgoed en spellen > Puzzels > Legpuzzels";"";"https://cdn3.999games.nl/b2c/source_images/999Solo_D-Iced_L1.png";"";"https://cdn3.999games.nl/b2c/source_images/999Solo_D-Iced_L1.png"
