"SKU","Name","Description","Category","Price","Shipping","Currency","Instock","ProductUrl","ImageUrl","TrackingUrl","Brand","OriginalPrice","Ean","ManufacturerArticleNumber","Extras"
"9789048736621","Rompompom Ik Lees En Schrijf","Met deze Rompompom schrijfkaarten en een uitwisbare stift leren kinderen de letters en cijfers van school schrijven. Zo leren ze bijvoorbeeld de letter van hun eigen naam of het cijfer dat hoort bij hun leeftijd! In dit leuke koffertje zitten kaarten met verschillende schrijfoefeningen met letters en cijfers. Spelenderwijs oefenen kinderen zo het lezen en schrijven van de letters en het lezen van woordjes. De schrijfkaarten zijn door de uitwisbare stift telkens opnieuw te gebruiken, dus er kan eindeloos geoefend worden! 

Inhoud:
 Schrijfkaarten
 Uitwisbare stift

Leerdoelen: 
 Leren schrijven van cijfers en letters in blokschrift
 Leren lezen van letters en woorden
 Oefenen van de fijne motoriek door middel van teken- en schrijfopdrachten","Spel & Speelgoed","15.99","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/rompompom-ik-lees-en-schrijf-9789048736621","https://www.bruna.nl/images/active/carrousel/fullsize/9789048736621_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/rompompom-ik-lees-en-schrijf-9789048736621",,"15.99","9789048736621","9789048736621","{delivery_time#2 - 3 Werkdagen}{pricing_measure_unit#EUR}"
"9789403219646","Kleuren met water","Met dit magische kleurblok kan je kind helemaal toeleven naar de komst van Sinterklaas! Vul de pen met water en ga ermee over de kleurplaten. Er gebeurt iets magisch: de kleuren en de verborgen elementen uit de tekening komen tevoorschijn! Zo kun je alle vraagjes beantwoorden. Is het water opgedroogd? Dan begin je gewoon opnieuw! Ideaal voor kleuters om te leren kleuren, zonder kans op vlekken.","Spel & Speelgoed","9.99","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/kleuren-met-water-9789403219646","https://www.bruna.nl/images/active/carrousel/fullsize/9789403219646_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/kleuren-met-water-9789403219646",,"9.99","9789403219646","9789403219646","{delivery_time#2 - 3 Werkdagen}{pricing_measure_unit#EUR}"
"9789048737420","Zinnen Maken Veilig Leren Lezen","- Zélf grappige zinnen maken met losse zinsdelen 
 - Veel combinaties mogelijk, dus eindeloos speelplezier 
 - Dit kaartspel werkt zeker op de lachspieren! 
 
 Inhoud: 
 - 32 kaarten 
 - spelregels 
 
 Leerdoelen: 
 - Oefenen met zinsbouw 
 - Lezen van zinnen 
 - Prikkelen van de fantasie","Spel & Speelgoed","10.99","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/zinnen-maken-veilig-leren-lezen-9789048737420","https://www.bruna.nl/images/active/carrousel/fullsize/9789048737420_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/zinnen-maken-veilig-leren-lezen-9789048737420",,"10.99","9789048737420","9789048737420","{delivery_time#Op werkdagen voor 23.00 uur besteld, volgende dag in huis}{pricing_measure_unit#EUR}"
"9789464086058","Naughty games - 50 days of sex","Hoe goed is jouw erotische kennis? Hoe goed kennen jullie elkaar op seksueel vlak? Deze speelse en ondeugende spelletjes staan garant voor een gezellig avondje met elkaar of onder vrienden, waarbij jullie zelf bepalen hoe intiem het wordt. Kies je favoriete blikje en het spel kan beginnen. Oh-la-la!","Spel & Speelgoed","8.95","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/naughty-games-50-days-of-sex-9789464086058","https://www.bruna.nl/images/active/carrousel/fullsize/9789464086058_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/naughty-games-50-days-of-sex-9789464086058",,"8.95","9789464086058","9789464086058","{delivery_time#2 - 3 Werkdagen}{pricing_measure_unit#EUR}"
"9781646431113","The Night Before Christmas: 550-Piece Jigsaw Puzzle And Book","The Night Before Christmas is an enchanting Christmas story that has brought Santa Claus to life for generations. Celebrate the holiday season with the #1 New York Times bestselling classic poem. This is the classic jigsaw puzzle edition featuring 550-piece jigsaw puzzle with a small story booklet, perfect for gifting!","Spel & Speelgoed","29.95","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/the-night-before-christmas-550-piece-jigsaw-puzzle-and-book-9781646431113","https://www.bruna.nl/images/active/carrousel/fullsize/9781646431113_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/the-night-before-christmas-550-piece-jigsaw-puzzle-and-book-9781646431113",,"29.95","9781646431113","9781646431113","{delivery_time#2 - 4 Weken}{pricing_measure_unit#EUR}"
"8719214428327","Keer Op Keer 2","Vervolg op het populaire en superverslavende dobbelspel. Kruis vakjes op je speelveld aan om zo snel mogelijk kolommen, rijen en gelijk gekleurde gebieden te vullen. Elke beurt kies je een gedobbelde kleur en een gedobbeld cijfer. Die combineer je, waardoor je aangrenzende vakjes van de gekozen kleur mag aankruisen. 

 Maak steeds de juiste keuze en probeer de door de andere spelers gewenste combinatie weg te nemen. Je keuzemogelijkheden stijgen als je je speelveld verstandig uitbreidt. Het spel is afgelopen als een speler 2 complete kleuren heeft aangekruist. Wie heeft de meeste punten? 

 â2' gaat verder waar Keer op Keer ophoudt. Nieuwe dobbelstenen en mogelijkheden zorgen voor nieuwe uitdagingen. Zo kan een speler in zijn beurt nu ook ervoor kiezen om de zevende dobbelsteen te kiezen. Met de bom kruis je bijvoorbeeld 4 vakjes waar dan ook af, en het hartje zorgt voor extra punten voor een voltooide kolom. Dobbelen maar!

 Geschikt voor 1 - 6 spelers, vanaf 8 jaar.","Spel & Speelgoed","16.99","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/keer-op-keer-2-8719214428327","https://www.bruna.nl/images/active/carrousel/fullsize/8719214428327_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/keer-op-keer-2-8719214428327",,"16.99","8719214428327","8719214428327","{delivery_time#Op werkdagen voor 23.00 uur besteld, volgende dag in huis}{pricing_measure_unit#EUR}"
"9789400513426","Omdenken - Switch","Dit ontregelende gezelschapsspel is anders dan anders: elke paar minuten speel je namelijk een volledig nieuw spel. Het is dus een kwestie van switchen. Om te winnen heb je niet alleen creativiteit en denkvermogen nodig, maar ook improvisatietalent, handigheid en (vooral) gevoel voor humor. 
 Kortom, de basic omdenkenskills. 
 
 Al spelend leer je elkaar op een andere manier kennen. Je hyperactieve nichtje van tien blijkt een ijzersterk geheugen te hebben, je suffe baas een onvermoed acteertalent, en je introverte buurman stroomt over van de creatieve ideeën. 
 
 Elke ronde kan er een ster worden verdiend. Wie aan het eind de meeste sterren heeft is de winnaar. 
 
 Met Switch kun je meteen aan de slag! Geen lange uitleg of regels. Of je het nu wilt spelen in een verloren kwartiertje of door wilt halen tot in de kleine uurtjes: jij bepaalt de duur van het spel.","Spel & Speelgoed","25","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/omdenken-switch-9789400513426","https://www.bruna.nl/images/active/carrousel/fullsize/9789400513426_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/omdenken-switch-9789400513426",,"25","9789400513426","9789400513426","{delivery_time#Op werkdagen voor 23.00 uur besteld, volgende dag in huis}{pricing_measure_unit#EUR}"
"9789043933926","Dier & sporen","Wie herkent het spoor van een pauw? Of de pootafdruk van een panda? Bij dit kaartspel moeten de spelers de juiste sporen bij de dieren zien te vinden. Het spel bestaat uit 50 kaartjes met kleurrijke illustraties: op de ene helft de dieren, op de andere helft hun sporen. De beste spoorzoeker wint! Een vrolijk kaartspel voor het hele gezin (vanaf 4 jaar), om al spelend de pootafdrukken van dieren te leren (her)kennen. Maak het spel nog wat moeilijker door het als memory te spelen. Een leuk en leerzaam bordspel, voor de hele familie!","Spel & Speelgoed","17.5","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/dier-sporen-9789043933926","https://www.bruna.nl/images/active/carrousel/fullsize/9789043933926_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/dier-sporen-9789043933926",,"17.5","9789043933926","9789043933926","{delivery_time#Op werkdagen voor 23.00 uur besteld, volgende dag in huis}{pricing_measure_unit#EUR}"
"9789077990872","Bordspel - Het Brugklasspel 2e Editie","Superleuk bordspel voor achtstegroepers. Straks naar de brugklas. Hartstikke leuk natuurlijk, maar ook wel spannend. Want er verandert heel veel: nieuwe vakken, nieuwe leraren, nieuwe vrienden. Met dit spel kun je je spelenderwijs voorbereiden. 
 
 Hoe zwaar mag je rugzak zijn? Wat doe je tegen puistjes? Wat leer je bij economie? Wat is de slechtste huiswerksmoes? Hoe maak je nieuwe vrienden? 
 
 Probeer als eerste in de brugklas te komen. Daarvoor moet je vragen goed beantwoorden én slim je route kiezen. Je kunt extra snel als je je mazzelfiches gebruikt. Maar let op, je medespelers kunnen je nog aardig dwarsbomen. En dan zijn er nog de kanskaarten... 
 
 Voor 2-8 spelers of teams 
 Inhoud van het spel 
 Superleuk geïllustreerd speelbord, 8 pionfiches, 8 opzetvoetjes, 8 mazzelfiches, 8 pechfiches, 92 vragenkaartjes, 8 kanskaarten, spelregels. 
 Met 350 vragen en situaties over de brugklas (met antwoorden en uitleg) in 5 categorieën: groep 8, over school, jij en je vrienden, schoolvakken, weetjes.","Spel & Speelgoed","22.95","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/bordspel-het-brugklasspel-2e-editie-9789077990872","https://www.bruna.nl/images/active/carrousel/fullsize/9789077990872_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/bordspel-het-brugklasspel-2e-editie-9789077990872",,"22.95","9789077990872","9789077990872","{delivery_time#2 - 3 Werkdagen}{pricing_measure_unit#EUR}"
"9789025879679","De Gorgels - Pluche Belia (30 CM)","Eindelijk verkrijgbaar: Belia, de meisjes-Gorgel! 
 Jochem Myjers De Gorgels is de (voor)leesfavoriet van heel veel Nederlandse gezinnen. En nu is er voor alle mensenkinderen een eigen Gorgel-knuffel. Met superogen die alles zien, oren die alles horen, een warm wollen jasje en stevige voeten die haar overal brengen waar ze nodig is. Ze past in een rugzak, zit waakzaam op een nachtkastje en in bed, en is zo zacht als je lievelingskussenâ¦ Geef haar zelf een naam en zorg goed voor haar! 
 
Formaat: 30 cm.","Spel & Speelgoed","18.99","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/de-gorgels-pluche-belia-30-cm-9789025879679","https://www.bruna.nl/images/active/carrousel/fullsize/9789025879679_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/de-gorgels-pluche-belia-30-cm-9789025879679",,"18.99","9789025879679","9789025879679","{delivery_time#2 - 3 Werkdagen}{pricing_measure_unit#EUR}"
"9789044753912","Mijn Eerste Plakboek Met Reuzegrote Stickers","Dit stickerboek bevat een heleboel leuke voorwerpen die uw kind kan versieren met grote stickers. Elke sticker heeft een bepaalde kleur. Op die manier leert het spelenderwijs de kleuren kennen. Als uw kind de stickers heeft opgeplakt, kan het de tekening mooi inkleuren. Een leuk doeboek speciaal voor kleine handjes.","Spel & Speelgoed","8.95","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/mijn-eerste-plakboek-met-reuzegrote-stickers-9789044753912","https://www.bruna.nl/images/active/carrousel/fullsize/9789044753912_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/mijn-eerste-plakboek-met-reuzegrote-stickers-9789044753912",,"8.95","9789044753912","9789044753912","{delivery_time#2 - 3 Werkdagen}{pricing_measure_unit#EUR}"
"1429630","Spel Exploding Kittens Original Edition","Het kaartspel Exploding Kittens is voor mensen die van katten, explosies en lasers houden! Dit spel is het meest succesvolle project ooit op Kickstarter! Exploding Kittens is gemaakt door Elan Lee (XBOX), Matthew Inman (The Oatmeal) en Shane Small (XBOX, Marvel) en is een soort Russisch roulette spel: je neemt een kaart van de stapel tot je een exploding kitten kaart krijgt, op dat moment heb je verloren. Met alle andere kaarten kan je je verdedigen, aanvallen, een beurt overslaan of de katten afleiden.. Deze standaardeditie van het spel is geschikt voor 2-5 spelers vanaf 7 jaar en bevat 56 kaarten en instructies in een fraaie box.","Spel & Speelgoed","26.99","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/spel-exploding-kittens-original-edition-1429630","https://www.bruna.nl/images/active/carrousel/fullsize/1429630_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/spel-exploding-kittens-original-edition-1429630",,"26.99","","1429630","{delivery_time#Op werkdagen voor 15:00 uur besteld, volgende dag in huis}{pricing_measure_unit#EUR}"
"9789464087253","Kwartet wilde dieren","Weet jij welke dieren familie van elkaar zijn? Freek wel!  In dit Freek Vonk kwartetspel leer je over dierenfamilies in het wild of in het water.","Spel & Speelgoed","9.95","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/kwartet-wilde-dieren-9789464087253","https://www.bruna.nl/images/active/carrousel/fullsize/9789464087253_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/kwartet-wilde-dieren-9789464087253",,"9.95","9789464087253","9789464087253","{delivery_time#2 - 3 Werkdagen}{pricing_measure_unit#EUR}"
"9789044759655","Mandala","Dit leuke kleurboek van Deltas staat boordevol prachtige mandala's die jij allemaal een mooie kleur mag geven. Maar niet zomaar gelijk welke kleurâ¦ In elke mandala staan namelijk cijfers die overeenkomen met een kleurencode. Volg de code die op de flappen van het boek staat en geef op die manier elk vakje de juiste kleur. Het resultaat zal verbluffend zijn! - Uitscheurbare mandala's. - Geschikt voor kleurpotloden, stiften en fineliners. - Slechts langs een kant bedrukt zodat kleuren niet doordrukken op de volgende mandala. - Met handige flappen waarop de kleurencode staat.","Spel & Speelgoed","8.68","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/mandala-9789044759655","https://www.bruna.nl/images/active/carrousel/fullsize/9789044759655_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/mandala-9789044759655",,"8.68","9789044759655","9789044759655","{delivery_time#2 - 3 Werkdagen}{pricing_measure_unit#EUR}"
"1431233","Puzzel Jan Van Haasteren Jungletocht 1000st","De Jan van Haasteren Jungletocht Puzzel is gebruikt tijdens het NK Legpuzzelen in Roelofarendsveen. 

 De paden op, de lanen inâ¦ De Jan van Haasteren familie bezoekt de prachtige natuur van de jungle. Samen met de andere bezoekers genieten ze volop, hoewel Wendy wat moeite heeft met de brug.","Spel & Speelgoed","18.99","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/puzzel-jan-van-haasteren-jungletocht-1000st-1431233","https://www.bruna.nl/images/active/carrousel/fullsize/1431233_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/puzzel-jan-van-haasteren-jungletocht-1000st-1431233",,"18.99","","1431233","{delivery_time#Op werkdagen voor 15:00 uur besteld, volgende dag in huis}{pricing_measure_unit#EUR}"
"9789063694463","Het Grote Dilemma Op Dinsdag Spel","Een stroomschok krijgen als je hardop lacht Ã³f je mond spoelen met zeep als je vloekt? Altijd bij een vreemde op schoot zitten in het openbaar vervoer Ã³f één dag per week uit de vuilnisbak van de buren eten? In dit spel is er maar één echte regel: je MOET kiezen! De absurde dilemma's van Dilemma op Dinsdag zijn in een sociaal en grappig kaartspel gegoten, dat je niet alleen laat lachen, maar ook zorgt voor vurige discussies en duels. Er zijn twee spelopties waar je tussen kunt kiezen, omdat alles in het leven nu eenmaal een dilemma is. In het ene spel is je doel is om een zo moeilijk mogelijk dilemma voor de andere spelers op tafel te leggen en de dilemmaestro te worden. In het andere spel speel je in teams en probeer je te raden wat je teamgenoten kiezen. Zo leer je je vrienden en familie pas echt goed kennen! Het spel bestaat uit 60 helften van een dilemma waardoor het mogelijk is om meer dan 1000 verschillende dilemma's te creëren. Het doel van het spel is, in beiden gevallen, om zo min mogelijk punten te scoren.","Spel & Speelgoed","15.99","4.95","EUR","yes","https://www.bruna.nl/spel-speelgoed/het-grote-dilemma-op-dinsdag-spel-9789063694463","https://www.bruna.nl/images/active/carrousel/fullsize/9789063694463_front.jpg","https://track.adtraction.com/t/t?a=1741618761&as=1593318128&t=2&tk=1&gt=1&url=https://www.bruna.nl/spel-speelgoed/het-grote-dilemma-op-dinsdag-spel-9789063694463",,"15.99","9789063694463","9789063694463","{delivery_time#Op werkdagen voor 23.00 uur besteld, volgende dag in huis}{pricing_measure_unit#EUR}"
